Date,Open,High,Low,Close,Adj Close,Volume
2018-01-14,2.0185201168060303,2.0185201168060303,1.8118400573730469,1.8611899614334106,1.8611899614334106,1978200064
2018-01-15,1.8562500476837158,1.9008100032806396,1.6652899980545044,1.6767300367355347,1.6767300367355347,1838460032
2018-01-16,1.6783599853515625,1.7013800144195557,0.9093130230903625,1.1792399883270264,1.1792399883270264,5687960064
2018-01-17,1.1836800575256348,1.376729965209961,0.8977969884872437,1.306339979171753,1.306339979171753,7251210240
2018-01-18,1.3055800199508667,1.7331899404525757,1.2560499906539917,1.5965800285339355,1.5965800285339355,9110439936
2018-01-19,1.582170009613037,1.702139973640442,1.5013400316238403,1.552049994468689,1.552049994468689,3697430016
2018-01-20,1.5628399848937988,1.6283299922943115,1.5027400255203247,1.5786199569702148,1.5786199569702148,2346449920
2018-01-21,1.5762300491333008,1.5762300491333008,1.3430299758911133,1.3800400495529175,1.3800400495529175,2840750080
2018-01-22,1.391610026359558,1.4284100532531738,1.1630799770355225,1.3573499917984009,1.3573499917984009,2642510080
2018-01-23,1.3531899452209473,1.4347200393676758,1.204259991645813,1.3370699882507324,1.3370699882507324,2977080064
2018-01-24,1.352120041847229,1.4249600172042847,1.3078399896621704,1.3571499586105347,1.3571499586105347,1853440000
2018-01-25,1.3632500171661377,1.3848400115966797,1.292870044708252,1.3122299909591675,1.3122299909591675,986067968
2018-01-26,1.3089200258255005,1.3260200023651123,1.1349999904632568,1.217270016670227,1.217270016670227,2037570048
2018-01-27,1.2178900241851807,1.2394800186157227,1.1894400119781494,1.2191100120544434,1.2191100120544434,689100992
2018-01-28,1.223889946937561,1.4381200075149536,1.223889946937561,1.3996000289916992,1.3996000289916992,1327360000
2018-01-29,1.399209976196289,1.4052499532699585,1.2991299629211426,1.3239699602127075,1.3239699602127075,1073680000
2018-01-30,1.328179955482483,1.328179955482483,1.1311299800872803,1.1385600566864014,1.1385600566864014,1134640000
2018-01-31,1.130660057067871,1.1909300088882446,1.0366100072860718,1.1623899936676025,1.1623899936676025,1264029952
2018-02-01,1.1608799695968628,1.162600040435791,0.9303780198097229,0.9625300168991089,0.9625300168991089,1410419968
2018-02-02,0.9606419801712036,0.9606419801712036,0.6351850032806396,0.8847839832305908,0.8847839832305908,3529760000
2018-02-03,0.8919919729232788,0.9747989773750305,0.7616350054740906,0.9240429997444153,0.9240429997444153,1988960000
2018-02-04,0.9134179949760437,0.9529470205307007,0.7968209981918335,0.8157029747962952,0.8157029747962952,1190960000
2018-02-05,0.8259429931640625,0.8338660001754761,0.6758270263671875,0.691798985004425,0.691798985004425,1286179968
2018-02-06,0.7051209807395935,0.7860040068626404,0.5883600115776062,0.7763929963111877,0.7763929963111877,2361139968
2018-02-07,0.7745760083198547,0.8054779767990112,0.7069500088691711,0.7238950133323669,0.7238950133323669,1133369984
2018-02-08,0.7292519807815552,0.8069700002670288,0.7226110100746155,0.8052629828453064,0.8052629828453064,947315008
2018-02-09,0.7971400022506714,0.9544280171394348,0.7715399861335754,0.9544280171394348,0.9544280171394348,1690339968
2018-02-10,0.94725102186203,1.3005900382995605,0.94725102186203,1.070739984512329,1.070739984512329,4682010112
2018-02-11,1.067330002784729,1.0750999450683594,0.9297670125961304,1.0041600465774536,1.0041600465774536,2555310080
2018-02-12,1.006500005722046,1.1067299842834473,1.006500005722046,1.0810099840164185,1.0810099840164185,1756290048
